name,code,category,brand,model,serial,condition,quantity,ownership,location,warehouse,qr,description,notes,purchasePrice,replacementValue,currentBookValue
Power AC Decimator Dmon-Quad,R-986,POW,,,,Good,1,owned,,,1000925,Power AC Decimator Dmon-Quad,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 986; Carpeta Rentman: Power/Alimentadores AC/Asignados; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Enclosure OWC 4Bay Thunderbolt3,R-988,ACC,,,2940003455,Good,8,owned,,STORAGE 01,1000927,Enclosure OWC 4Bay Thunderbolt3,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 988; Carpeta Rentman: Archiving/Enclosure; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 1,,,
Enclosure OWC 4Bay Thunderbolt3,R-988-2,ACC,,,2940003457,Good,8,owned,,STORAGE 01,1000927,Enclosure OWC 4Bay Thunderbolt3,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 988; Carpeta Rentman: Archiving/Enclosure; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 1,,,
Enclosure OWC 4Bay Thunderbolt3,R-988-3,ACC,,,2940003463,Good,8,owned,,STORAGE 01,1000927,Enclosure OWC 4Bay Thunderbolt3,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 988; Carpeta Rentman: Archiving/Enclosure; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 1,,,
Enclosure OWC 4Bay Thunderbolt3,R-988-4,ACC,,,2940003333,Good,8,owned,,STORAGE 01,1000927,Enclosure OWC 4Bay Thunderbolt3,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 988; Carpeta Rentman: Archiving/Enclosure; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 1,,,
Enclosure OWC 4Bay Thunderbolt3,R-988-5,ACC,,,2940003469,Good,8,owned,,STORAGE 01,1000927,Enclosure OWC 4Bay Thunderbolt3,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 988; Carpeta Rentman: Archiving/Enclosure; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 1,,,
Enclosure OWC 4Bay Thunderbolt3,R-988-6,ACC,,,2940003374,Good,8,owned,,STORAGE 01,1000927,Enclosure OWC 4Bay Thunderbolt3,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 988; Carpeta Rentman: Archiving/Enclosure; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 1,,,
Enclosure OWC 4Bay Thunderbolt3,R-988-7,ACC,,,2940003735,Good,8,owned,,STORAGE 01,1000927,Enclosure OWC 4Bay Thunderbolt3,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 988; Carpeta Rentman: Archiving/Enclosure; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 1,,,
Enclosure OWC 4Bay Thunderbolt3,R-988-8,ACC,,,2940003101,Good,8,owned,,STORAGE 01,1000927,Enclosure OWC 4Bay Thunderbolt3,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 988; Carpeta Rentman: Archiving/Enclosure; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 1,,,
Alimentador AC Elgato,R-990,POW,,,,Good,1,owned,,,1000935,Alimentador AC Elgato,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 990; Carpeta Rentman: Power/Alimentadores AC/Asignados; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Panel ProX 8 Entradas,R-991,ACC,,,,Good,1,owned,,,1000936,Panel ProX 8 Entradas,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 991; Carpeta Rentman: Accesorios; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Rack Connector HDMI,R-992,SIG,,,,Good,1,owned,,,1000937,Rack Connector HDMI,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 992; Carpeta Rentman: Accesorios/Accesorios Video; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Rack Connector Network,R-993,NEC,,,,Good,1,owned,,,1000938,Rack Connector Network,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 993; Carpeta Rentman: Accesorios/Accesorios Network; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Carro de Carga Magna Car,R-994,CAR,,,,Good,2,owned,,,1000939,Carro de Carga Magna Car,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 994; Carpeta Rentman: Movilidad/Carros; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Arm Car Monitor Mountup,R-995,CAR,,,,Good,1,owned,,,1000940,Arm Car Monitor Mountup,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 995; Carpeta Rentman: Movilidad/Carros/Accesorios Carros; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Power AC Hub CalDigit,R-996,POW,,,,Good,1,owned,,,1000941,Power AC Hub CalDigit,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 996; Carpeta Rentman: Power/Alimentadores AC/Asignados; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Power AC Impresora Label Epson LW-PX400,R-997,POW,,,,Good,4,owned,,,1000942,Power AC Impresora Label Epson LW-PX400,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 997; Carpeta Rentman: Power/Alimentadores AC/Asignados; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Power AC Impresora Label Epson LW-400,R-998,POW,,,,Good,1,owned,,,1000943,Power AC Impresora Label Epson LW-400,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 998; Carpeta Rentman: Power/Alimentadores AC/Asignados; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Power AC Monitor ViewSonic,R-999,POW,,,,Good,1,owned,,,1000944,Power AC Monitor ViewSonic,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 999; Carpeta Rentman: Power/Alimentadores AC/Asignados; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Power AC Monitor Apollo,R-1000,POW,,,,Good,2,owned,,,1000945,Power AC Monitor Apollo,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1000; Carpeta Rentman: Power/Alimentadores AC/Asignados; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
"Power AC TV LG OLED 55""",R-1001,POW,,,,Good,1,owned,,,1000946,"Power AC TV LG OLED 55""",Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1001; Carpeta Rentman: Power/Alimentadores AC/Asignados; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
"Power AC TV Samsung 42""",R-1002,POW,,,,Good,1,owned,,,1000947,"Power AC TV Samsung 42""",Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1002; Carpeta Rentman: Power/Alimentadores AC/Asignados; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
"Cable AC Apple iMac 27""",R-1003,POW,,,,Good,3,owned,,,1000948,"Cable AC Apple iMac 27""",Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1003; Carpeta Rentman: Power/Alimentadores AC/Asignados; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Power AC Focusrite Scarlett,R-1004,POW,,,,Good,1,owned,,,1000949,Power AC Focusrite Scarlett,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1004; Carpeta Rentman: Power/Alimentadores AC/Asignados; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Power AC 4-Pin AJA ioXT,R-1005,POW,,,,Good,2,owned,,,1000950,Power AC 4-Pin AJA ioXT,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1005; Carpeta Rentman: Power/Alimentadores AC/Asignados; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Power AC Blackmagic Videohub 12x12,R-1006,POW,,,,Good,1,owned,,,1000951,Power AC Blackmagic Videohub 12x12,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1006; Carpeta Rentman: Power/Alimentadores AC/Asignados; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Power AC Qtake QOD+,R-1007,POW,,,,Good,1,owned,,,1000952,Power AC Qtake QOD+,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1007; Carpeta Rentman: Power/Alimentadores AC/Asignados; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Cable AC Pro FX 120 Audio Channel Mixer,R-1008,POW,,,,Good,1,owned,,,1000953,Cable AC Pro FX 120 Audio Channel Mixer,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1008; Carpeta Rentman: Power/Alimentadores AC/Asignados; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Cable Data USB3 to USB Mini Tangent Element,R-1009,DAC,,,,Good,4,owned,,08 E,1000954,Cable Data USB3 to USB Mini Tangent Element,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1009; Carpeta Rentman: Cables/Cables Data; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Power AC Repeater Teradek Link,R-1011,POW,,,,Good,4,owned,,,1000956,Power AC Repeater Teradek Link,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1011; Carpeta Rentman: Power/Alimentadores AC/Asignados; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Power AC Router TP-Link AC1750 Wi-Fi,R-1012,POW,,,,Good,1,owned,,,1000957,Power AC Router TP-Link AC1750 Wi-Fi,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1012; Carpeta Rentman: Power/Alimentadores AC/Asignados; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Cable AC Tape Drive LTO HP Ultrium,R-1013,POW,,,,Good,3,owned,,,1000958,Cable AC Tape Drive LTO HP Ultrium,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1013; Carpeta Rentman: Power/Alimentadores AC/Asignados; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Power AC Enclosure Lacie 2Bay,R-1014,POW,,,,Good,1,owned,,STORAGE 01,1000959,Power AC Enclosure Lacie 2Bay,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1014; Carpeta Rentman: Power/Alimentadores AC/Asignados; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Power AC Enclosure OWC,R-1015,POW,,,,Good,11,owned,,STORAGE 01,1000960,Power AC Enclosure OWC,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1015; Carpeta Rentman: Power/Alimentadores AC/Asignados; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Cable AC Sonnet Echo Express III,R-1016,POW,,,,Good,1,owned,,,1000961,Cable AC Sonnet Echo Express III,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1016; Carpeta Rentman: Power/Alimentadores AC/Asignados; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Cable AC Server Synology RS1221+,R-1017,POW,,,,Good,1,owned,,,1000962,Cable AC Server Synology RS1221+,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1017; Carpeta Rentman: Power/Alimentadores AC/Asignados; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Cable AC Cargador Batería Watson Quad,R-1018,POW,,,,Good,3,owned,,,1000963,Cable AC Cargador Batería Watson Quad,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1018; Carpeta Rentman: Power/Alimentadores AC/Asignados; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Hook ProAim,R-1019,CAR,,,,Good,4,owned,,,1000964,Hook ProAim,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1019; Carpeta Rentman: Movilidad/Carros/Accesorios Carros; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Barra Impact 5 Cabezas,R-1020,RIG,,,,Good,2,owned,,,1000965,Barra Impact 5 Cabezas,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1020; Carpeta Rentman: Gripería/Accesorios Gripería; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Barra Avenger 5 Cabezas,R-1021,RIG,,,,Good,1,owned,,,1000966,Barra Avenger 5 Cabezas,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1021; Carpeta Rentman: Gripería/Accesorios Gripería; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Cable Video BNC 1.5ft,R-1022,SIG,,,,Good,9,owned,,08 D,1000968,Cable Video BNC 1.5ft,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1022; Carpeta Rentman: Cables/Cables Video; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Cable Video BNC 1.5ft (Skinny),R-1023,SIG,,,,Good,3,owned,,08 D,1000969,Cable Video BNC 1.5ft (Skinny),Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1023; Carpeta Rentman: Cables/Cables Video; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Cable Video BNC 2.5ft (Skinny),R-1024,SIG,,,,Good,13,owned,,08 D,1000970,Cable Video BNC 2.5ft (Skinny),Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1024; Carpeta Rentman: Cables/Cables Video; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Cable Video BNC 3ft (Skinny),R-1025,SIG,,,,Good,1,owned,,08 D,1000971,Cable Video BNC 3ft (Skinny),Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1025; Carpeta Rentman: Cables/Cables Video; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Cable Video BNC 3.5ft,R-1026,SIG,,,,Good,1,owned,,08 D,1000972,Cable Video BNC 3.5ft,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1026; Carpeta Rentman: Cables/Cables Video; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Cable Video BNC 200ft,R-1027,SIG,,,,Good,1,owned,,03 A,1000973,Cable Video BNC 200ft,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1027; Carpeta Rentman: Cables/Cables Video; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Cable Video HDMI 1.5ft,R-1028,SIG,,,,Good,5,owned,,08 D,1000974,Cable Video HDMI 1.5ft,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1028; Carpeta Rentman: Cables/Cables Video; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Cable Video HDMI 1.5ft Tela,R-1029,SIG,,,,Good,2,owned,,08 D,1000975,Cable Video HDMI 1.5ft Tela,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1029; Carpeta Rentman: Cables/Cables Video; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Cable Video HDMI 5ft,R-1030,SIG,,,,Good,1,owned,,08 D,1000976,Cable Video HDMI 5ft,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1030; Carpeta Rentman: Cables/Cables Video; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Cable Video HDMI 2ft,R-1031,SIG,,,,Good,2,owned,,08 D,1000977,Cable Video HDMI 2ft,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1031; Carpeta Rentman: Cables/Cables Video; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Cable Video HDMI 4K 6.5ft Tela,R-1032,SIG,,,,Good,2,owned,,07 E,1000978,Cable Video HDMI 4K 6.5ft Tela,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1032; Carpeta Rentman: Cables/Cables Video; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Cable Video HDMI 10ft Tela,R-1033,SIG,,,,Good,3,owned,,07 E,1000979,Cable Video HDMI 10ft Tela,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1033; Carpeta Rentman: Cables/Cables Video; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Cable Video HDMI 6ft,R-1034,SIG,,,,Good,2,owned,,08 D,1000980,Cable Video HDMI 6ft,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1034; Carpeta Rentman: Cables/Cables Video; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Cable Video HDMI to Micro 6.5ft,R-1035,SIG,,,,Good,1,owned,,08 D,1000981,Cable Video HDMI to Micro 6.5ft,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1035; Carpeta Rentman: Cables/Cables Video; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Cable Video HDMI to Micro 6ft,R-1036,SIG,,,,Good,1,owned,,08 D,1000982,Cable Video HDMI to Micro 6ft,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1036; Carpeta Rentman: Cables/Cables Video; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Cable Video HDMI Mini to Micro 3ft,R-1037,SIG,,,,Good,1,owned,,08 D,1000983,Cable Video HDMI Mini to Micro 3ft,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1037; Carpeta Rentman: Cables/Cables Video; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Cable Video HDMI to Mini 6ft,R-1038,SIG,,,,Good,2,owned,,08 D,1000984,Cable Video HDMI to Mini 6ft,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1038; Carpeta Rentman: Cables/Cables Video; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Codo HDMI Male to Female,R-1039,SIG,,,,Good,7,owned,,,1000985,Codo HDMI Male to Female,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1039; Carpeta Rentman: Accesorios/Accesorios Video; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Adaptador HDMI to Micro,R-1040,SIG,,,,Good,1,owned,,,1000986,Adaptador HDMI to Micro,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1040; Carpeta Rentman: Accesorios/Accesorios Video; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Codo HDMI Female to Female,R-1041,SIG,,,,Good,2,owned,,,1000987,Codo HDMI Female to Female,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1041; Carpeta Rentman: Accesorios/Accesorios Video; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Adaptador HDMI Female to Male,R-1042,SIG,,,,Good,2,owned,,,1000988,Adaptador HDMI Female to Male,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1042; Carpeta Rentman: Accesorios/Accesorios Video; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Cable Video HDMI 25ft,R-1043,SIG,,,,Good,2,owned,,07 E,1000989,Cable Video HDMI 25ft,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1043; Carpeta Rentman: Cables/Cables Video; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Cable Video DisplayPort 6ft,R-1044,SIG,,,,Good,2,owned,,08 D,1000990,Cable Video DisplayPort 6ft,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1044; Carpeta Rentman: Cables/Cables Video; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Cable Video DisplayPort to USB-C 6ft,R-1045,SIG,,,,Good,1,owned,,08 D,1000991,Cable Video DisplayPort to USB-C 6ft,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1045; Carpeta Rentman: Cables/Cables Video; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
"Cable Data USB2 - Lightning 9.5"" Tela",R-1046,DAC,,,,Good,4,owned,,08 E,1000992,"Cable Data USB2 - Lightning 9.5"" Tela",Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1046; Carpeta Rentman: Cables/Cables Data; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
"Cable Data USB3 - USBC 10gb 5.5""",R-1047,DAC,,,,Good,3,owned,,08 E,1000993,"Cable Data USB3 - USBC 10gb 5.5""",Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1047; Carpeta Rentman: Cables/Cables Data; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
"Cable Data USBC 10Gb 5.5""",R-1048,DAC,,,,Good,3,owned,,08 E,1000994,"Cable Data USBC 10Gb 5.5""",Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1048; Carpeta Rentman: Cables/Cables Data; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
"Cable Data USB2 - USBC 9.5""",R-1049,DAC,,,,Good,1,owned,,08 E,1000995,"Cable Data USB2 - USBC 9.5""",Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1049; Carpeta Rentman: Cables/Cables Data; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Cable Data USB3 - USBC 1.5ft,R-1050,DAC,,,,Good,5,owned,,08 E,1000996,Cable Data USB3 - USBC 1.5ft,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1050; Carpeta Rentman: Cables/Cables Data; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Cable Data USBC 10Gb 1.5ft,R-1051,DAC,,,,Good,7,owned,,08 E,1000997,Cable Data USBC 10Gb 1.5ft,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1051; Carpeta Rentman: Cables/Cables Data; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Cable Data USBC 2ft,R-1052,DAC,,,,Good,1,owned,,08 E,1000998,Cable Data USBC 2ft,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1052; Carpeta Rentman: Cables/Cables Data; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Cable Data USB2 - USBC 3ft,R-1053,DAC,,,,Good,3,owned,,08 E,1000999,Cable Data USB2 - USBC 3ft,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1053; Carpeta Rentman: Cables/Cables Data; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Cable Data USB3 - USBC 3ft,R-1054,DAC,,,,Good,7,owned,,08 E,1001000,Cable Data USB3 - USBC 3ft,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1054; Carpeta Rentman: Cables/Cables Data; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Cable Data USB3 - USB3 Micro 1.5ft,R-1055,DAC,,,,Good,15,owned,,08 E,1001001,Cable Data USB3 - USB3 Micro 1.5ft,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1055; Carpeta Rentman: Cables/Cables Data; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
